transactionid,saledate,customerid,productid,storeid,campaignid,saleamount,commissionpercent,orderchannel
1141,2025-05-04,1092,2046,403,2,80.23,2.6,Phone
1142,2025-05-04,1005,2052,401,2,1170.02,8.8,Mobile
1143,2025-05-04,1173,2077,402,1,1516.94,14.8,Catalog
1144,2025-05-04,1199,2036,403,2,871.92,6.9,Online
1146,2025-05-04,1020,2048,403,3,1072.89,7.8,Phone
1147,2025-05-04,1161,2018,402,2,1301.42,8.4,Mobile
1149,2025-05-04,1020,2020,403,1,1014.74,6.6,Online
1151,2025-05-04,1154,2082,404,2,639.84,7.9,Phone
1152,2025-05-04,1113,2099,403,3,646.32,7.5,Mobile
1153,2025-05-04,1105,2021,402,0,835.41,8.2,Catalog
1154,2025-05-04,1032,2093,402,2,2419.01,10.6,Online
1156,2025-05-04,1042,2050,401,0,1120.68,8.3,Phone
1157,2025-05-04,1016,2060,401,0,816.76,6.9,Mobile
1158,2025-05-04,1197,2050,401,0,560.34,6.2,Catalog
1159,2025-05-04,1067,2079,402,0,1901.08,11.9,Online
1161,2025-05-04,1063,2094,403,3,493.35,4.2,Phone
1162,2025-05-04,1160,2016,402,1,1162.87,7.0,Mobile
1163,2025-05-04,1007,2004,403,2,2225.4,13.4,Catalog
1164,2025-05-04,1121,2059,403,3,2048.2,12.4,Online
1166,2025-05-04,1161,2095,404,2,392.63,4.2,Phone
1167,2025-05-04,1088,2061,402,0,799.68,5.5,Mobile
1168,2025-05-04,1113,2039,403,3,976.44,7.7,Catalog
1169,2025-05-04,1066,2019,403,0,933.93,8.1,Online
1171,2025-05-04,1073,2060,401,3,0.0,2.0,Phone
1172,2025-05-04,1193,2061,403,0,199.92,4.1,Mobile
1173,2025-05-04,1196,2055,403,1,194.18,3.4,Catalog
1174,2025-05-04,1001,2070,403,1,61.52,2.3,Online
1176,2025-05-04,1063,2020,404,3,375.83,5.0,Phone
1177,2025-05-04,1056,2033,401,3,836.25,7.0,Mobile
1178,2025-05-04,1160,2030,403,2,271.95,2.8,Catalog
1179,2025-05-04,1166,2095,403,3,1472.37,7.4,Online
1181,2025-05-04,1074,2014,404,3,738.9,7.5,Phone
1182,2025-05-04,1069,2089,404,1,372.17,4.8,Mobile
1183,2025-05-04,1082,2002,402,0,1732.0,11.8,Catalog
1184,2025-05-04,1136,2002,402,0,1732.0,13.3,Online
1186,2025-05-04,1186,2001,402,0,824.7,8.2,Phone
1187,2025-05-04,1038,2001,404,1,0.0,2.0,Mobile
1188,2025-05-04,1087,2053,403,3,2440.6,13.1,Catalog
1189,2025-05-04,1095,2059,401,2,1638.56,10.8,Online
1191,2025-05-04,1068,2099,404,0,1938.96,10.6,Phone
1192,2025-05-04,1139,2060,402,1,1102.63,7.1,Mobile
1193,2025-05-04,1064,2048,401,0,715.26,6.3,Catalog
1194,2025-05-04,1196,2091,402,3,0.0,2.0,Online
1196,2025-05-04,1050,2058,401,1,1800.22,12.0,Phone
1197,2025-05-04,1121,2049,403,2,751.87,7.1,Mobile
1198,2025-05-04,1040,2080,401,0,1664.52,12.6,Catalog
1199,2025-05-04,1064,2061,403,1,179.93,2.0,Online
1201,2025-05-04,1060,2081,404,2,1193.95,7.8,Phone
1202,2025-05-04,1003,2021,403,0,2506.23,11.5,Mobile
1203,2025-05-04,1101,2031,401,0,1130.6,9.0,Catalog
1204,2025-05-04,1148,2088,404,1,0.0,2.0,Online
1206,2025-05-04,1040,2063,401,2,883.94,8.6,Phone
1207,2025-05-04,1194,2080,401,0,1664.52,11.6,Mobile
1208,2025-05-04,1091,2082,402,0,0.0,2.0,Catalog
1209,2025-05-04,1032,2062,402,2,1981.95,11.2,Online
1211,2025-05-04,1187,2024,401,3,372.81,2.4,Phone
1212,2025-05-04,1091,2092,402,2,385.77,2.2,Mobile
1213,2025-05-04,1010,2062,404,2,990.98,8.5,Catalog
1214,2025-05-04,1138,2089,404,1,744.34,6.8,Online
1216,2025-05-04,1187,2059,403,1,1843.38,13.8,Phone
1217,2025-05-04,1017,2067,402,3,0.0,2.0,Mobile
1218,2025-05-04,1075,2033,403,3,836.25,7.2,Catalog
1219,2025-05-04,1000,2099,404,1,2326.75,14.2,Online
1221,2025-05-04,1082,2092,401,3,0.0,2.0,Phone
1222,2025-05-04,1048,2067,404,1,785.56,7.2,Mobile
1223,2025-05-04,1156,2036,403,3,0.0,2.0,Catalog
1224,2025-05-04,1164,2041,401,0,804.21,6.2,Online
1226,2025-05-04,1033,2022,401,1,604.06,7.5,Phone
1227,2025-05-04,1027,2062,402,0,1238.72,7.5,Mobile
1228,2025-05-04,1008,2073,404,3,1498.29,8.8,Catalog
1229,2025-05-04,1134,2079,403,0,950.54,7.2,Online
1231,2025-05-04,1053,2083,404,0,2304.48,11.7,Phone
1232,2025-05-04,1119,2081,401,2,0.0,2.0,Mobile
1233,2025-05-04,1142,2095,404,2,1177.9,6.6,Catalog
1234,2025-05-04,1181,2007,403,0,583.39,6.1,Online
1236,2025-05-04,1055,2066,401,0,2580.3,12.4,Phone
1237,2025-05-04,1185,2029,404,1,12.16,4.2,Mobile
1238,2025-05-04,1049,2067,402,1,261.86,2.3,Catalog
1239,2025-05-04,1142,2095,404,0,1963.16,11.5,Online
1241,2025-05-04,1179,2085,404,0,242.15,2.2,Phone
1242,2025-05-04,1042,2023,404,2,2254.9,14.1,Mobile
1243,2025-05-04,1168,2020,404,2,601.33,6.7,Catalog
1244,2025-05-04,1080,2070,403,2,0.0,2.0,Online
1246,2025-05-04,1155,2030,402,3,509.91,6.8,Phone
1247,2025-05-04,1196,2070,403,2,27.34,3.4,Mobile
1248,2025-05-04,1115,2057,404,0,1747.92,14.8,Catalog
1249,2025-05-04,1185,2004,403,0,2781.75,13.1,Online
1251,2025-05-04,1076,2028,402,2,1020.7,6.1,Phone
1252,2025-05-04,1005,2098,403,1,3268.3,11.2,Mobile
1253,2025-05-04,1024,2004,404,2,1483.6,8.8,Catalog
1254,2025-05-04,1039,2017,403,2,370.96,4.5,Online
1256,2025-05-04,1076,2011,404,1,737.53,8.4,Phone
1257,2025-05-04,1187,2009,403,3,198.93,3.5,Mobile
1258,2025-05-04,1044,2062,401,2,495.49,2.8,Catalog
1259,2025-05-04,1009,2093,404,0,0.0,2.0,Online
1261,2025-05-04,1111,2053,401,1,3294.81,10.0,Phone
1262,2025-05-04,1191,2083,401,3,768.16,7.6,Mobile
1263,2025-05-04,1013,2039,401,2,1562.3,12.9,Catalog
1264,2025-05-04,1138,2072,402,2,672.48,8.0,Online
1266,2025-05-04,1012,2086,404,3,2682.3,11.0,Phone
1267,2025-05-04,1192,2076,401,1,1450.93,6.7,Mobile
1268,2025-05-04,1110,2037,404,1,324.13,2.2,Catalog
1271,2025-05-04,1067,2010,404,3,0.0,2.0,Phone
1272,2025-05-04,1198,2089,402,1,744.34,5.7,Mobile
1273,2025-05-04,1123,2071,402,3,1845.48,12.5,Catalog
1274,2025-05-04,1101,2083,402,1,2074.03,10.0,Online
1276,2025-05-04,1082,2087,401,0,318.64,4.9,Phone
1277,2025-05-04,1171,2052,404,2,0.0,2.0,Mobile
1278,2025-05-04,1089,2024,403,2,298.25,2.2,Catalog
1279,2025-05-04,1152,2083,401,2,1843.58,10.4,Online
1281,2025-05-04,1112,2005,402,1,0.0,2.0,Phone
1282,2025-05-04,1175,2047,402,0,1004.94,5.1,Mobile
1283,2025-05-04,1028,2094,401,1,888.03,8.5,Catalog
1284,2025-05-04,1158,2018,403,0,2169.04,11.3,Online
1286,2025-05-04,1115,2060,401,2,980.11,5.2,Phone
1287,2025-05-04,1053,2094,402,1,888.03,5.9,Mobile
1288,2025-05-04,1139,2066,403,3,2580.3,11.1,Catalog
1289,2025-05-04,1159,2093,402,0,0.0,2.0,Online
1291,2025-05-04,1043,2007,403,1,525.05,6.1,Phone
1292,2025-05-04,1178,2079,403,0,950.54,5.6,Mobile
1293,2025-05-04,1119,2083,401,0,768.16,7.0,Catalog
1294,2025-05-04,1099,2084,403,2,0.0,2.0,Online
1296,2025-05-04,1059,2048,401,2,572.21,7.3,Phone
1297,2025-05-04,1124,2076,401,1,2176.39,13.7,Mobile
1298,2025-05-04,1050,2064,404,0,1470.2,7.4,Catalog
1299,2025-05-04,1010,2031,403,2,1356.72,7.6,Online
1301,2025-05-04,1088,2087,403,2,509.82,6.0,Phone
1302,2025-05-04,1160,2038,402,2,2223.62,13.7,Mobile
1303,2025-05-04,1015,2080,403,3,2496.78,13.4,Catalog
1304,2025-05-04,1007,2071,403,1,553.64,8.5,Online
1306,2025-05-04,1022,2093,404,1,2721.38,10.5,Phone
1307,2025-05-04,1106,2030,402,3,1019.82,8.6,Mobile
1308,2025-05-04,1079,2077,403,3,561.83,9.0,Catalog
1309,2025-05-04,1138,2016,402,1,872.15,5.3,Online
1311,2025-05-04,1079,2088,402,3,709.35,8.8,Phone
1312,2025-05-04,1197,2018,402,2,867.62,7.0,Mobile
1313,2025-05-04,1017,2071,401,1,553.64,5.7,Catalog
1314,2025-05-04,1081,2018,401,2,867.62,5.0,Online
1316,2025-05-04,1190,2081,403,1,0.0,2.0,Phone
1317,2025-05-04,1199,2024,401,1,223.69,4.4,Mobile
1318,2025-05-04,1047,2003,403,1,346.66,3.2,Catalog
1319,2025-05-04,1152,2029,402,0,27.02,4.0,Online
1321,2025-05-04,1128,2077,404,2,0.0,2.0,Phone
1322,2025-05-04,1047,2049,404,3,0.0,2.0,Mobile
1323,2025-05-04,1035,2020,402,1,676.49,8.2,Catalog
1324,2025-05-04,1008,2052,401,2,585.01,7.1,Online
1326,2025-05-04,1016,2022,404,3,2684.72,10.3,Phone
1327,2025-05-04,1176,2041,404,1,1447.58,8.5,Mobile
1328,2025-05-04,1109,2051,401,3,469.28,3.2,Catalog
1329,2025-05-04,1184,2040,404,0,103.62,4.6,Online
1331,2025-05-04,1010,2031,404,0,1130.6,5.2,Phone
1332,2025-05-04,1142,2049,401,1,0.0,2.0,Mobile
1333,2025-05-04,1074,2056,404,2,839.55,6.8,Catalog
1334,2025-05-04,1198,2036,404,1,392.36,5.0,Online
1336,2025-05-04,1118,2082,404,0,799.8,8.7,Phone
1337,2025-05-04,1184,2064,401,1,264.64,4.5,Mobile
1338,2025-05-04,1199,2074,402,3,1978.5,10.2,Catalog
1339,2025-05-04,1105,2041,404,0,0.0,2.0,Online
1341,2025-05-04,1023,2032,403,1,1702.08,13.3,Phone
1342,2025-05-04,1183,2093,401,0,2267.82,13.7,Mobile
1343,2025-05-04,1029,2090,404,2,57.31,4.7,Catalog
1344,2025-05-04,1021,2067,404,1,261.86,2.4,Online
1346,2025-05-04,1196,2021,403,1,751.87,8.9,Phone
1347,2025-05-04,1041,2018,402,0,1084.52,6.6,Mobile
1348,2025-05-04,1107,2039,403,3,0.0,2.0,Catalog
1349,2025-05-04,1073,2080,402,0,3329.04,11.1,Online
1351,2025-05-04,1003,2058,404,3,2000.25,14.7,Phone
1352,2025-05-04,1139,2000,404,1,1744.76,12.3,Mobile
1353,2025-05-04,1055,2075,404,3,3122.56,12.6,Catalog
1354,2025-05-04,1104,2056,401,0,1574.16,14.9,Online
1356,2025-05-04,1012,2023,402,0,2818.62,13.5,Phone
1357,2025-05-04,1167,2044,401,1,560.47,8.6,Mobile
1358,2025-05-04,1008,2085,403,2,0.0,2.0,Catalog
1359,2025-05-04,1022,2006,401,3,990.0,5.3,Online
1361,2025-05-04,1116,2095,403,0,981.58,5.3,Phone
1362,2025-05-04,1023,2098,403,2,1452.58,7.3,Mobile
1363,2025-05-04,1094,2048,401,3,1072.89,8.1,Catalog
1364,2025-05-04,1140,2008,403,3,0.0,2.0,Online
1366,2025-05-04,1134,2052,402,1,1316.27,7.7,Phone
1367,2025-05-04,1156,2007,401,0,1750.17,10.2,Mobile
1368,2025-05-04,1123,2092,403,3,0.0,2.0,Catalog
1369,2025-05-04,1155,2040,403,2,27.63,2.6,Online
1371,2025-05-04,1126,2023,402,2,2254.9,14.6,Phone
1373,2025-05-04,1119,2080,401,1,0.0,2.0,Catalog
1374,2025-05-04,1157,2053,404,0,1830.45,11.7,Online
1376,2025-05-04,1163,2025,403,2,447.39,4.9,Phone
1378,2025-05-04,1196,2000,401,2,0.0,2.0,Catalog
1379,2025-05-04,1087,2050,401,1,168.1,4.9,Online
1382,2025-05-04,1039,2080,404,2,665.81,6.0,Mobile
1383,2025-05-04,1118,2052,401,2,0.0,2.0,Catalog
1384,2025-05-04,1144,2092,403,0,1446.63,7.7,Online
1386,2025-05-04,1016,2019,403,0,0.0,2.0,Phone
1387,2025-05-04,1086,2048,402,3,1072.89,8.9,Mobile
1388,2025-05-04,1047,2076,401,2,0.0,2.0,Catalog
1389,2025-05-04,1180,2040,401,2,110.53,4.7,Online
1391,2025-05-04,1095,2057,403,1,786.56,5.5,Phone
1392,2025-05-04,1134,2038,402,0,926.51,7.1,Mobile
1393,2025-05-04,1095,2004,402,0,0.0,2.0,Catalog
1394,2025-05-04,1113,2064,401,3,294.04,4.4,Online
1396,2025-05-04,1123,2093,403,2,3023.76,11.3,Phone
1397,2025-05-04,1036,2098,401,1,817.07,8.6,Mobile
1398,2025-05-04,1052,2092,401,3,1928.84,10.7,Catalog
1399,2025-05-04,1099,2091,401,0,905.79,7.0,Online
1401,2025-05-04,1119,2005,401,2,686.05,5.5,Phone
1402,2025-05-04,1005,2073,403,1,0.0,2.0,Mobile
1403,2025-05-04,1082,2025,402,2,223.7,3.8,Catalog
1404,2025-05-04,1070,2068,403,3,2460.72,14.5,Online
1406,2025-05-04,1040,2035,401,0,899.99,8.4,Phone
1407,2025-05-04,1159,2071,401,1,1660.93,14.6,Mobile
1408,2025-05-04,1138,2044,403,2,0.0,2.0,Catalog
1409,2025-05-04,1036,2090,403,1,0.0,2.0,Online
1411,2025-05-04,1138,2056,401,1,944.5,5.4,Phone
1412,2025-05-04,1007,2060,401,0,816.76,8.9,Mobile
1413,2025-05-04,1098,2006,401,3,990.0,8.3,Catalog
1414,2025-05-04,1100,2022,404,2,1610.83,12.7,Online
1416,2025-05-04,1193,2097,404,1,2273.67,14.7,Phone
1417,2025-05-04,1023,2089,404,0,413.52,3.4,Mobile
1419,2025-05-04,1059,2028,402,2,1531.06,14.6,Online
1421,2025-05-04,1083,2058,404,0,2000.25,14.6,Phone
1422,2025-05-04,1016,2060,401,2,653.41,6.2,Mobile
1423,2025-05-04,1122,2059,402,2,1228.92,6.0,Catalog
1424,2025-05-04,1196,2044,402,0,207.58,2.0,Online
1426,2025-05-04,1142,2083,401,2,1229.06,7.6,Phone
1427,2025-05-04,1136,2059,404,3,2560.25,13.2,Mobile
1428,2025-05-04,1061,2079,402,1,2566.46,12.3,Catalog
1429,2025-05-04,1123,2049,401,2,751.87,7.9,Online
1431,2025-05-04,1145,2043,402,1,1572.21,13.1,Phone
1432,2025-05-04,1169,2085,401,3,1210.75,7.1,Mobile
1433,2025-05-04,1029,2075,404,2,1249.02,5.6,Catalog
1434,2025-05-04,1142,2012,404,1,1682.61,14.8,Online
1436,2025-05-04,1175,2076,404,2,1289.71,8.7,Phone
1437,2025-05-04,1126,2082,401,0,1066.4,5.9,Mobile
1438,2025-05-04,1055,2017,401,1,1669.32,14.1,Catalog
1439,2025-05-04,1169,2019,404,2,747.14,5.0,Online
1441,2025-05-04,1052,2087,403,2,0.0,2.0,Phone
1442,2025-05-04,1145,2086,403,3,2682.3,14.8,Mobile
1443,2025-05-04,1183,2044,401,0,1037.9,8.1,Catalog
1444,2025-05-04,1156,2065,404,1,423.31,2.0,Online
1446,2025-05-04,1000,2090,403,0,143.28,2.5,Phone
1447,2025-05-04,1072,2003,402,3,0.0,2.0,Mobile
1448,2025-05-04,1179,2075,404,2,1873.54,12.3,Catalog
1449,2025-05-04,1182,2048,404,3,357.63,3.6,Online
1451,2025-05-04,1121,2017,402,3,2782.2,10.5,Phone
1452,2025-05-04,1092,2053,402,2,1464.36,6.2,Mobile
1453,2025-05-04,1171,2016,402,0,646.04,7.7,Catalog
1454,2025-05-04,1018,2082,401,1,0.0,2.0,Online
1456,2025-05-04,1021,2017,404,3,463.7,3.7,Phone
1457,2025-05-04,1178,2077,404,1,505.65,6.0,Mobile
1458,2025-05-04,1116,2065,404,3,470.34,5.0,Catalog
1459,2025-05-04,1098,2045,402,1,280.93,5.0,Online
1461,2025-05-04,1187,2030,403,3,509.91,8.2,Phone
1462,2025-05-04,1139,2073,403,0,499.43,2.7,Mobile
1463,2025-05-04,1009,2072,404,2,0.0,2.0,Catalog
1464,2025-05-04,1028,2074,404,0,3297.5,10.8,Online
1466,2025-05-04,1132,2010,401,1,0.0,2.0,Phone
1467,2025-05-04,1120,2080,401,2,665.81,7.6,Mobile
1468,2025-05-04,1156,2006,403,0,198.0,4.2,Catalog
1469,2025-05-04,1120,2058,404,2,1600.2,12.9,Online
1471,2025-05-04,1042,2004,403,2,0.0,2.0,Phone
1472,2025-05-04,1015,2080,404,1,749.03,5.3,Mobile
1473,2025-05-04,1146,2006,403,0,792.0,8.5,Catalog
1474,2025-05-04,1073,2062,401,1,1114.85,9.0,Online
1476,2025-05-04,1033,2078,403,2,340.82,3.4,Phone
1477,2025-05-04,1065,2001,401,1,371.12,3.8,Mobile
1478,2025-05-04,1151,2094,402,3,493.35,4.1,Catalog
1479,2025-05-04,1094,2022,403,1,0.0,2.0,Online
1481,2025-05-04,1021,2018,402,3,542.26,5.0,Phone
1482,2025-05-04,1192,2052,404,1,0.0,2.0,Mobile
1483,2025-05-04,1169,2056,402,1,944.5,7.6,Catalog
1484,2025-05-04,1147,2093,403,0,2267.82,12.5,Online
1486,2025-05-04,1042,2059,404,3,3072.3,13.8,Phone
1487,2025-05-04,1077,2060,402,3,1633.52,13.4,Mobile
1488,2025-05-04,1174,2090,404,3,286.56,4.7,Catalog
1489,2025-05-04,1067,2018,404,0,2169.04,11.3,Online
1491,2025-05-04,1135,2087,401,0,318.64,4.5,Phone
1492,2025-05-04,1136,2081,403,3,2238.66,13.0,Mobile
1493,2025-05-04,1156,2083,403,2,1229.06,6.0,Catalog
1494,2025-05-04,1069,2034,401,2,217.87,4.8,Online
1496,2025-05-04,1197,2086,402,1,2414.07,13.0,Phone
1497,2025-05-04,1133,2043,402,2,1397.52,8.6,Mobile
1498,2025-05-04,1140,2001,401,0,1237.05,7.8,Catalog
1499,2025-05-04,1003,2052,401,0,731.26,8.0,Online
1501,2025-05-04,1185,2036,403,1,980.91,8.9,Phone
1502,2025-05-04,1008,2003,401,0,0.0,2.0,Mobile
1503,2025-05-04,1152,2084,402,0,281.85,4.3,Catalog
1504,2025-05-04,1181,2015,401,1,1214.95,5.7,Online
1506,2025-05-04,1178,2023,403,2,1503.26,11.8,Phone
1507,2025-05-04,1119,2084,401,3,0.0,2.0,Mobile
1508,2025-05-04,1070,2098,404,2,1452.58,8.6,Catalog
1509,2025-05-04,1065,2020,401,2,300.66,2.0,Online
1511,2025-05-04,1085,2007,403,2,933.42,5.6,Phone
1512,2025-05-04,1045,2056,401,3,3148.32,12.8,Mobile
1513,2025-05-04,1051,2078,404,1,383.43,4.7,Catalog
1514,2025-05-04,1165,2062,401,1,557.42,5.1,Online
1516,2025-05-04,1157,2082,401,3,1066.4,8.7,Phone
1517,2025-05-04,1183,2033,401,0,0.0,2.0,Mobile
1518,2025-05-04,1018,2009,403,3,0.0,2.0,Catalog
1519,2025-05-04,1004,2063,402,0,552.46,7.1,Online
1521,2025-05-04,1038,2089,403,3,1240.56,6.3,Phone
1523,2025-05-04,1111,2051,401,1,211.18,2.4,Catalog
1526,2025-05-04,1174,2038,404,0,1853.02,10.3,Phone
1527,2025-05-04,1161,2082,401,2,213.28,4.9,Mobile
1529,2025-05-04,1194,2098,403,1,2451.22,10.5,Online
1531,2025-05-04,1169,2024,403,3,621.35,8.3,Phone
1532,2025-05-04,1027,2080,403,3,2496.78,13.3,Mobile
1533,2025-05-04,1021,2080,404,1,2247.1,14.0,Catalog
1534,2025-05-04,1035,2004,402,0,1854.5,13.0,Online
1536,2025-05-04,1099,2008,403,3,66.59,2.6,Phone
1537,2025-05-04,1136,2057,401,0,1310.94,7.0,Mobile
1538,2025-05-04,1086,2007,403,0,1750.17,14.4,Catalog
1539,2025-05-04,1103,2015,402,3,2024.91,14.2,Online
1541,2025-05-04,1018,2004,402,3,927.25,8.0,Phone
1542,2025-05-04,1167,2002,404,0,866.0,7.4,Mobile
1543,2025-05-04,1062,2089,402,0,2067.6,10.0,Catalog
1544,2025-05-04,1044,2080,401,2,665.81,7.0,Online
1546,2025-05-04,1027,2014,404,1,443.34,2.9,Phone
1547,2025-05-04,1016,2025,404,2,671.09,9.0,Mobile
1548,2025-05-04,1188,2086,404,2,2861.12,10.4,Catalog
1549,2025-05-04,1030,2087,402,2,382.37,4.0,Online
1551,2025-05-04,1085,2008,401,2,106.54,3.6,Phone
1552,2025-05-04,1036,2096,404,1,1814.89,14.6,Mobile
1553,2025-05-04,1178,2047,402,3,1004.94,6.1,Catalog
1554,2025-05-04,1062,2074,401,1,1187.1,5.9,Online
1556,2025-05-04,1004,2062,401,0,2477.44,12.6,Phone
1557,2025-05-04,1001,2022,401,2,536.94,6.7,Mobile
1558,2025-05-04,1106,2088,404,1,1276.83,7.3,Catalog
1559,2025-05-04,1052,2018,403,3,2169.04,11.8,Online
1561,2025-05-04,1152,2023,404,0,1879.08,10.0,Phone
1562,2025-05-04,1160,2038,403,3,0.0,2.0,Mobile
1563,2025-05-04,1001,2071,402,1,1660.93,13.8,Catalog
1564,2025-05-04,1030,2067,401,2,465.52,2.2,Online
1566,2025-05-04,1197,2080,402,2,1331.62,7.5,Phone
1567,2025-05-04,1013,2024,401,1,335.53,3.2,Mobile
1568,2025-05-04,1175,2060,404,1,735.08,7.6,Catalog
1569,2025-05-04,1040,2085,401,0,484.3,4.4,Online
1572,2025-05-04,1011,2013,401,1,1683.65,12.3,Mobile
1573,2025-05-04,1040,2003,404,0,385.18,2.9,Catalog
1574,2025-05-04,1018,2030,404,2,135.98,4.5,Online
1576,2025-05-04,1199,2014,403,1,0.0,2.0,Phone
1577,2025-05-04,1025,2030,404,1,0.0,2.0,Mobile
1578,2025-05-04,1096,2028,401,3,2551.76,13.5,Catalog
1579,2025-05-04,1149,2062,401,3,1858.08,12.4,Online
1581,2025-05-04,1099,2047,402,3,0.0,2.0,Phone
1582,2025-05-04,1184,2024,403,2,198.83,4.6,Mobile
1583,2025-05-04,1051,2042,402,0,167.61,4.8,Catalog
1584,2025-05-04,1177,2072,401,2,672.48,5.2,Online
1586,2025-05-04,1107,2021,403,1,751.87,6.5,Phone
1587,2025-05-04,1075,2077,402,1,2528.24,13.9,Mobile
1588,2025-05-04,1147,2070,402,0,34.18,4.6,Catalog
1589,2025-05-04,1105,2066,404,1,928.91,8.8,Online
1591,2025-05-04,1003,2093,404,1,680.35,6.4,Phone
1592,2025-05-04,1063,2041,404,1,2171.37,12.1,Mobile
1593,2025-05-04,1151,2019,401,3,933.93,8.5,Catalog
1594,2025-05-04,1011,2005,404,0,428.78,4.5,Online
1596,2025-05-04,1178,2012,404,3,623.19,8.1,Phone
1597,2025-05-04,1061,2010,401,3,389.2,2.7,Mobile
1598,2025-05-04,1055,2016,403,2,0.0,2.0,Catalog
1599,2025-05-04,1061,2082,401,0,266.6,2.1,Online
1601,2025-05-04,1180,2058,401,3,666.75,8.5,Phone
1602,2025-05-04,1118,2098,402,3,907.86,5.4,Mobile
1603,2025-05-04,1047,2047,404,0,334.98,2.3,Catalog
1604,2025-05-04,1160,2009,404,2,0.0,2.0,Online
1606,2025-05-04,1192,2034,402,0,0.0,2.0,Phone
1607,2025-05-04,1158,2042,401,2,402.26,4.0,Mobile
1608,2025-05-04,1013,2014,404,2,197.04,4.0,Catalog
1611,2025-05-04,1035,2042,402,0,335.22,4.2,Phone
1612,2025-05-04,1166,2061,402,1,179.93,2.7,Mobile
1613,2025-05-04,1082,2045,403,3,312.14,4.4,Catalog
1614,2025-05-04,1070,2006,401,2,633.6,6.3,Online
1616,2025-05-04,1120,2090,403,3,214.92,4.5,Phone
1617,2025-05-04,1158,2047,401,1,904.45,6.2,Mobile
1618,2025-05-04,1117,2011,401,3,0.0,2.0,Catalog
1619,2025-05-04,1045,2036,401,0,217.98,2.2,Online
1621,2025-05-04,1127,2019,402,0,933.93,6.5,Phone
1622,2025-05-04,1075,2053,402,3,2440.6,13.4,Mobile
1623,2025-05-04,1088,2053,404,0,610.15,8.7,Catalog
1624,2025-05-04,1074,2024,401,0,248.54,2.9,Online
1626,2025-05-04,1148,2043,403,3,873.45,5.7,Phone
1627,2025-05-04,1151,2085,404,3,726.45,5.7,Mobile
1628,2025-05-04,1077,2072,402,2,1008.72,6.2,Catalog
1629,2025-05-04,1043,2033,402,3,836.25,8.1,Online
1631,2025-05-04,1090,2036,404,1,588.55,5.3,Phone
1632,2025-05-04,1158,2020,403,1,676.49,5.8,Mobile
1633,2025-05-04,1044,2090,402,1,0.0,2.0,Catalog
1634,2025-05-04,1060,2014,401,2,591.12,5.9,Online
1636,2025-05-04,1094,2023,402,0,1879.08,14.4,Phone
1637,2025-05-04,1170,2040,403,1,0.0,2.0,Mobile
1638,2025-05-04,1095,2057,402,2,349.58,4.7,Catalog
1639,2025-05-04,1031,2003,404,3,0.0,2.0,Online
1641,2025-05-04,1039,2000,403,2,775.45,6.4,Phone
1642,2025-05-04,1121,2037,402,3,1080.42,8.0,Mobile
1643,2025-05-04,1086,2088,401,3,2837.4,10.4,Catalog
1644,2025-05-04,1010,2017,401,2,1112.88,5.2,Online
1646,2025-05-04,1091,2011,403,0,819.48,5.2,Phone
1647,2025-05-04,1155,2082,402,1,959.76,9.0,Mobile
1648,2025-05-04,1005,2098,403,1,817.07,6.4,Catalog
1649,2025-05-04,1005,2010,404,0,233.52,3.3,Online
1651,2025-05-04,1081,2077,401,2,1797.86,10.8,Phone
1652,2025-05-04,1101,2018,404,2,867.62,6.9,Mobile
1653,2025-05-04,1098,2047,401,2,1071.94,7.7,Catalog
1654,2025-05-04,1088,2044,403,3,830.32,8.1,Online
1656,2025-05-04,1189,2053,404,2,1464.36,5.3,Phone
1657,2025-05-04,1041,2093,404,3,2267.82,12.5,Mobile
1658,2025-05-04,1035,2075,401,1,1405.15,6.8,Catalog
1659,2025-05-04,1053,2038,404,2,2964.83,10.3,Online
1661,2025-05-04,1001,2052,403,3,731.26,7.2,Phone
1662,2025-05-04,1044,2071,404,1,553.64,8.4,Mobile
1663,2025-05-04,1051,2023,404,2,0.0,2.0,Catalog
1664,2025-05-04,1141,2062,401,2,1486.46,5.2,Online
1666,2025-05-04,1057,2003,401,1,2079.97,10.0,Phone
1667,2025-05-04,1067,2038,404,0,926.51,6.4,Mobile
1668,2025-05-04,1167,2085,403,3,242.15,3.5,Catalog
1669,2025-05-04,1045,2062,402,0,1858.08,10.5,Online
1671,2025-05-04,1017,2076,403,3,0.0,2.0,Phone
1672,2025-05-04,1144,2055,403,3,161.82,4.7,Mobile
1673,2025-05-04,1177,2015,403,0,674.97,6.5,Catalog
1674,2025-05-04,1066,2020,401,1,1014.74,8.6,Online
1676,2025-05-04,1041,2006,403,2,475.2,3.7,Phone
1678,2025-05-04,1074,2037,401,1,0.0,2.0,Catalog
1679,2025-05-04,1196,2080,402,0,832.26,7.7,Online
1681,2025-05-04,1080,2087,403,2,127.46,3.7,Phone
1682,2025-05-04,1175,2089,403,0,2067.6,13.0,Mobile
1683,2025-05-04,1136,2074,403,1,593.55,7.6,Catalog
1684,2025-05-04,1003,2017,403,2,1112.88,6.0,Online
1686,2025-05-04,1041,2013,402,1,1683.65,14.0,Phone
1687,2025-05-04,1128,2028,402,0,0.0,2.0,Mobile
1688,2025-05-04,1106,2058,401,0,1333.5,8.8,Catalog
